id,name,url,rating,rate_number,star,lat,long
11114,Villa T89 Đà Lạt ,https://mytour.vn/11114-villa-t89-da-lat.html,7.6,107,2,11.970116577863,108.44209798343
12090,Nhà Nghỉ Tân Đạt,https://mytour.vn/12090-tan-dat-homestay-da-lat.html,8.5,63,1,11.959463,108.443439
247,Khách Sạn Bích Đào Boutique,https://mytour.vn/247-khach-san-bich-dao-boutique.html,7.7,52,2,11.931666048846,108.42663112472
263,Khách Sạn Duy Tân Đà Lạt,https://mytour.vn/263-khach-san-duy-tan-da-lat.html,7.6,44,2,11.941378785408,108.43239676778
13801,Khách sạn Phú An,https://mytour.vn/13801-khach-san-phu-an.html,8.2,24,1,11.948509,108.441118
329,Đà Lạt Palace Heritage Hotel & Gold Club,https://mytour.vn/329-da-lat-palace-heritage-hotel-gold-club.html,8.1,64,5,11.937589431115,108.44129695362
986,Khách Sạn La Sapinette Đà Lạt,https://mytour.vn/986-khach-san-la-sapinette-da-lat.html,7.9,169,4,11.948676553475,108.46365698918
385,Khách Sạn TTC Hotel Premium - Da lat,https://mytour.vn/385-khach-san-ttc-hotel-premium-da-lat.html,8.0,209,4,11.941740397471,108.43753967983
386,Khách Sạn Sài Gòn Đà Lạt ,https://mytour.vn/386-khach-san-sai-gon-da-lat.html,8.3,216,4,11.939246081578,108.42955464472
387,Khách Sạn Mường Thanh Holiday Đà Lạt ,https://mytour.vn/387-khach-san-muong-thanh-holiday-da-lat.html,8.1,339,4,11.943898755022,108.43975915543
388,Khách Sạn TTC Hotel Premium Ngọc Lan (Ngọc Lan Đà Lạt ),https://mytour.vn/388-khach-san-ttc-hotel-premium-ngoc-lan-ngoc-lan-da-lat.html,8.4,426,4,11.94087494516,108.43649786537
389,Khách Sạn Sammy Đà Lạt,https://mytour.vn/389-khach-san-sammy-da-lat.html,8.0,217,4,11.935267384603,108.43250784467
474,Khách Sạn Kỳ Hòa Đà Lạt,https://mytour.vn/474-khach-san-ky-hoa-da-lat.html,7.8,127,3,11.967484769766,108.44383211613
477,Khách Sạn Đà Lạt Du Parc,https://mytour.vn/477-khach-san-da-lat-du-parc.html,7.7,120,4,11.936863619524,108.43907943732
484,Khách Sạn Le Petit Paris Đà Lạt,https://mytour.vn/484-khach-san-le-petit-paris-da-lat.html,7.7,42,3,11.947147531599,108.42974585994
488,Khách Sạn Dragon King,https://mytour.vn/488-khach-san-dragon-king.html,7.8,162,4,11.941246820311,108.46051022073
490,Khách Sạn Anh Đào Đà Lạt,https://mytour.vn/490-khach-san-anh-dao-da-lat.html,7.8,254,2,11.942380221912,108.43588134783
4277,Khách Sạn Rum Vàng 2 ,https://mytour.vn/4277-khach-san-rum-vang-2.html,7.9,173,3,11.938282582667,108.43779442778
585,Khách Sạn Minh Tâm ,https://mytour.vn/585-khach-san-minh-tam.html,7.6,33,3,11.933386168599,108.4564492697
587,Khách Sạn Thắng Lợi 1,https://mytour.vn/587-khach-san-thang-loi-1.html,7.5,62,2,11.941217715047,108.43170523734
13376,Khách sạn Kim Hòa,https://mytour.vn/13376-khach-san-kim-hoa.html,8.1,58,2,11.941633,108.436373
11792,Terracotta Hotel and Resort Đà Lạt,https://mytour.vn/11792-terracotta-hotel-and-resort-da-lat.html,8.6,465,4,11.894790584162,108.4290577238
13647,Khách sạn Anna Sương,https://mytour.vn/13647-khach-san-anna-suong.html,7.7,86,1,11.940915,108.436001
695,Khách Sạn Bluewater Đà Lạt,https://mytour.vn/695-khach-san-bluewater-da-lat.html,8.0,119,3,11.940518324058,108.43783958511
13852,Khách sạn Trung Nhân,https://mytour.vn/13852-khach-san-trung-nhan.html,8.8,12,2,11.944175,108.430641
1013,,https://mytour.vn/1013-khach-san-dai-loi.html,8.1,35,3,11.9459862,108.4398383
1092,Khách Sạn Mai Vàng Đà Lạt ,https://mytour.vn/1092-khach-san-mai-vang-da-lat.html,7.8,85,3,11.941956921445,108.43156880748
1101,Khách Sạn Thắng Lợi Bùi Thị Xuân,https://mytour.vn/1101-khach-san-thang-loi-bui-thi-xuan.html,8.2,587,2,11.944142696701,108.4401402547
1117,Khách Sạn River Prince Đà Lạt ,https://mytour.vn/1117-khach-san-river-prince-da-lat.html,8.0,323,4,11.945297812603,108.43463222156
1148,Đà Lạt Cadasa Resort  ,https://mytour.vn/1148-da-lat-cadasa-resort.html,7.7,72,3,11.938221904216,108.45360937382
12208,Khách Sạn Gold Star Đà Lạt,https://mytour.vn/12208-khach-san-gold-star-da-lat.html,7.5,30,1,11.954834,108.430183
1253,Khách Sạn Dalat Plaza,https://mytour.vn/1253-khach-san-dalat-plaza.html,8.2,396,3,11.938444392055,108.43797152104
11454,Biệt Thự Hoàng Lộc Đà Lạt,https://mytour.vn/11454-biet-thu-hoang-loc-da-lat.html,8.1,11,2,11.960320852211,108.44327680993
1443,Khách Sạn Gold Night,https://mytour.vn/1443-khach-san-gold-night.html,7.8,281,2,11.9415881,108.4372741
11821,Happy Day 1 Guesthouse,https://mytour.vn/11821-happy-day-1-guesthouse.html,7.5,467,1,11.9445113,108.4381618
15110,Khách sạn The Luxe Đà Lạt,https://mytour.vn/15110-khach-san-the-luxe-da-lat.html,8.7,20,3,11.930164,108.446988
11190,Khách Sạn Quốc Hương,https://mytour.vn/11190-khach-san-quoc-huong.html,7.8,108,1,11.9483846,108.4372151
11799,Hoa Cát Guesthouse,https://mytour.vn/11799-hoa-cat-guesthouse.html,8.1,314,1,11.945809,108.439174
